seed,model,damage_bin,n_entries,mae,rmse,bias,mean_true,mean_prediction,underestimation_ratio
8,rbf_svr,low,101,0.0302247854179767,0.0376433437370716,-0.0080402475043862,0.0744987201162588,0.0664584726118725,0.6039603960396039
8,rbf_svr,medium,178,0.0473526601273112,0.0603030970510918,-0.0391383269595302,0.1504724318184661,0.1113341048589358,0.7921348314606742
8,rbf_svr,zero,1249,0.0245346545514915,0.0399046679241745,0.0245346545514915,0.0,0.0245346545514915,
8,ridge,high,272,0.0972901671881684,0.112479316656585,-0.0828622772366859,0.273185974200254,0.190323696963568,0.875
8,ridge,low,101,0.0297489709133947,0.0365164330444636,-0.0066081051076669,0.0744987201162588,0.0678906150085918,0.6435643564356436
8,ridge,medium,178,0.0591234162739689,0.0709661570208553,-0.0490313341297325,0.1504724318184661,0.1014410976887335,0.8539325842696629
8,ridge,zero,1249,0.0340136436602987,0.0467571371343212,0.0340136436602987,0.0,0.0340136436602987,
9,rbf_svr,high,284,0.0539569840855224,0.0742058718808786,-0.0403510433410502,0.2732509875572612,0.2328999442162109,0.75
9,rbf_svr,low,101,0.0308664692327534,0.041900160035426,-0.0061845712162694,0.0743615446680978,0.0681769734518284,0.594059405940594
9,rbf_svr,medium,182,0.0418055093233961,0.062609110004045,-0.0240528057137241,0.1516080147473655,0.1275552090336414,0.7857142857142857
9,rbf_svr,zero,1233,0.0242036811958597,0.0459371674869406,0.0242036811958597,0.0,0.0242036811958597,
9,ridge,high,284,0.0875884126199696,0.1040954415909059,-0.0764895083814283,0.2732509875572612,0.1967614791758328,0.8767605633802817
9,ridge,low,101,0.034375305251335,0.0448732240520759,0.0007537538515469,0.0743615446680978,0.0751152985196447,0.5247524752475248
9,ridge,medium,182,0.05238723941709,0.0642936772413209,-0.0420577931576767,0.1516080147473655,0.1095502215896888,0.8241758241758241
9,ridge,zero,1233,0.0326816131968045,0.0452689301049112,0.0326816131968045,0.0,0.0326816131968045,
